id,original_id,category,dataset,image_path,original_path,description,width,height,original_width,original_height,aspect_ratio,file_size_kb,room_count,room_types,has_balcony,has_garage,floors,architectural_style,area_estimate,split
high_quality_architectural_03238,3654,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03238_3654.png,../data/cubicasa5k/high_quality_architectural/3654/F1_original.png,Traditional compact 2-room apartment with balcony (architectural quality),512,512,468,550,0.850909090909091,222,2,,True,False,1,traditional,278,train
high_quality_architectural_03239,11486,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03239_11486.png,../data/cubicasa5k/high_quality_architectural/11486/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,583,514,1.1342412451361867,209,2,,False,True,1,contemporary,398,train
high_quality_architectural_03242,4829,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03242_4829.png,../data/cubicasa5k/high_quality_architectural/4829/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,447,896,0.4988839285714285,320,2,,False,True,1,contemporary,336,train
high_quality_architectural_03243,14590,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03243_14590.png,../data/cubicasa5k/high_quality_architectural/14590/F1_original.png,Contemporary compact 2-room apartment with balcony and garage (architectural quality),512,512,468,671,0.6974664679582713,136,2,,True,True,1,contemporary,372,train
high_quality_architectural_03245,6570,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03245_6570.png,../data/cubicasa5k/high_quality_architectural/6570/F1_original.png,Traditional spacious 6-room house with balcony and garage (architectural quality),512,512,1056,479,2.2045929018789145,558,6,,True,True,1,traditional,1110,train
high_quality_architectural_03247,12527,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03247_12527.png,../data/cubicasa5k/high_quality_architectural/12527/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,583,439,1.328018223234624,189,2,,False,False,1,modern,336,train
high_quality_architectural_03248,6402,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03248_6402.png,../data/cubicasa5k/high_quality_architectural/6402/F1_original.png,Modern 4-room apartment (architectural quality),512,512,1149,629,1.8267090620031796,440,4,,False,False,1,modern,800,train
high_quality_architectural_03250,10614,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03250_10614.png,../data/cubicasa5k/high_quality_architectural/10614/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,436,585,0.7452991452991453,161,2,,False,False,1,traditional,398,train
high_quality_architectural_03251,6066,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03251_6066.png,../data/cubicasa5k/high_quality_architectural/6066/F1_original.png,Contemporary compact 2-room apartment with balcony and garage (architectural quality),512,512,801,799,1.002503128911139,278,2,,True,True,1,contemporary,374,train
high_quality_architectural_03253,5617,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03253_5617.png,../data/cubicasa5k/high_quality_architectural/5617/F1_original.png,Traditional compact 2-room apartment with balcony (architectural quality),512,512,263,237,1.109704641350211,24,2,,True,False,1,traditional,374,train
high_quality_architectural_03254,20075,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03254_20075.png,../data/cubicasa5k/high_quality_architectural/20075/F1_original.png,Traditional compact 2-room apartment with balcony (architectural quality),512,512,553,890,0.6213483146067416,332,2,,True,False,1,traditional,240,train
high_quality_architectural_03256,13257,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03256_13257.png,../data/cubicasa5k/high_quality_architectural/13257/F1_original.png,Modern compact 2-room apartment with balcony (architectural quality),512,512,502,404,1.2425742574257426,51,2,,True,False,1,modern,372,train
high_quality_architectural_03257,2600,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03257_2600.png,../data/cubicasa5k/high_quality_architectural/2600/F1_original.png,Modern 4-room apartment with garage (architectural quality),512,512,734,761,0.9645203679369252,196,4,,False,True,1,modern,748,train
high_quality_architectural_03258,11356,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03258_11356.png,../data/cubicasa5k/high_quality_architectural/11356/F1_original.png,Contemporary 4-room apartment with garage (architectural quality),512,512,3220,2156,1.4935064935064934,2382,4,,False,True,1,contemporary,556,train
high_quality_architectural_03259,3184,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03259_3184.png,../data/cubicasa5k/high_quality_architectural/3184/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,813,649,1.2526964560862863,244,2,,False,False,1,traditional,398,train
high_quality_architectural_03260,911,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03260_911.png,../data/cubicasa5k/high_quality_architectural/911/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,590,780,0.7564102564102564,176,2,,False,False,1,contemporary,386,train
high_quality_architectural_03262,9223,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03262_9223.png,../data/cubicasa5k/high_quality_architectural/9223/F1_original.png,Traditional spacious 6-room house (architectural quality),512,512,1825,592,3.08277027027027,613,6,,False,False,1,traditional,816,train
high_quality_architectural_03263,6059,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03263_6059.png,../data/cubicasa5k/high_quality_architectural/6059/F1_original.png,Contemporary compact 2-room apartment with balcony and garage (architectural quality),512,512,460,484,0.950413223140496,257,2,,True,True,1,contemporary,350,train
high_quality_architectural_03265,11369,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03265_11369.png,../data/cubicasa5k/high_quality_architectural/11369/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,876,1322,0.6626323751891074,620,2,,False,False,1,modern,314,train
high_quality_architectural_03266,11967,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03266_11967.png,../data/cubicasa5k/high_quality_architectural/11967/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,2128,1848,1.1515151515151516,1984,2,,False,True,1,contemporary,330,train
high_quality_architectural_03268,320,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03268_320.png,../data/cubicasa5k/high_quality_architectural/320/F1_original.png,Contemporary 4-room apartment (architectural quality),512,512,3507,2480,1.4141129032258064,2331,4,,False,False,1,contemporary,668,train
high_quality_architectural_03269,1886,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03269_1886.png,../data/cubicasa5k/high_quality_architectural/1886/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,2480,2349,1.055768412090251,1821,2,,False,False,1,modern,288,train
high_quality_architectural_03270,12188,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03270_12188.png,../data/cubicasa5k/high_quality_architectural/12188/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,487,884,0.5509049773755657,313,2,,False,True,1,contemporary,260,train
high_quality_architectural_03272,10283,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03272_10283.png,../data/cubicasa5k/high_quality_architectural/10283/F1_original.png,Modern 4-room apartment with garage (architectural quality),512,512,799,895,0.8927374301675978,314,4,,False,True,1,modern,736,train
high_quality_architectural_03273,11351,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03273_11351.png,../data/cubicasa5k/high_quality_architectural/11351/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,920,798,1.1528822055137844,476,2,,False,False,1,traditional,266,train
high_quality_architectural_03276,11163,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03276_11163.png,../data/cubicasa5k/high_quality_architectural/11163/F1_original.png,Modern compact 2-room apartment with balcony (architectural quality),512,512,771,590,1.306779661016949,317,2,,True,False,1,modern,326,train
high_quality_architectural_03278,14849,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03278_14849.png,../data/cubicasa5k/high_quality_architectural/14849/F1_original.png,Traditional compact 2-room apartment with balcony (architectural quality),512,512,514,761,0.6754270696452037,176,2,,True,False,1,traditional,330,train
high_quality_architectural_03281,14081,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03281_14081.png,../data/cubicasa5k/high_quality_architectural/14081/F1_original.png,Contemporary 4-room apartment (architectural quality),512,512,1267,508,2.4940944881889764,261,4,,False,False,1,contemporary,528,train
high_quality_architectural_03284,41,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03284_41.png,../data/cubicasa5k/high_quality_architectural/41/F1_original.png,Contemporary compact 2-room apartment with balcony (architectural quality),512,512,906,618,1.4660194174757282,255,2,,True,False,1,contemporary,366,train
high_quality_architectural_03286,6405,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03286_6405.png,../data/cubicasa5k/high_quality_architectural/6405/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,500,823,0.6075334143377886,176,2,,False,False,1,traditional,258,train
high_quality_architectural_03287,12712,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03287_12712.png,../data/cubicasa5k/high_quality_architectural/12712/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,500,846,0.5910165484633569,292,2,,False,False,1,contemporary,368,train
high_quality_architectural_03290,571,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03290_571.png,../data/cubicasa5k/high_quality_architectural/571/F1_original.png,Modern 4-room apartment with garage (architectural quality),512,512,619,387,1.599483204134367,138,4,,False,True,1,modern,484,train
high_quality_architectural_03291,13861,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03291_13861.png,../data/cubicasa5k/high_quality_architectural/13861/F1_original.png,Contemporary 4-room apartment with garage (architectural quality),512,512,1260,524,2.404580152671756,303,4,,False,True,1,contemporary,492,train
high_quality_architectural_03292,8302,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03292_8302.png,../data/cubicasa5k/high_quality_architectural/8302/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,983,457,2.150984682713348,70,2,,False,False,1,traditional,268,train
high_quality_architectural_03293,4963,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03293_4963.png,../data/cubicasa5k/high_quality_architectural/4963/F1_original.png,Contemporary spacious 6-room house with balcony and garage (architectural quality),512,512,1194,1062,1.1242937853107344,149,6,,True,True,1,contemporary,726,train
high_quality_architectural_03295,9640,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03295_9640.png,../data/cubicasa5k/high_quality_architectural/9640/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,574,1196,0.479933110367893,632,2,,False,False,1,modern,270,train
high_quality_architectural_03298,12947,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03298_12947.png,../data/cubicasa5k/high_quality_architectural/12947/F1_original.png,Traditional spacious 6-room house with balcony and garage (architectural quality),512,512,696,552,1.2608695652173914,103,6,,True,True,1,traditional,1182,train
high_quality_architectural_03302,14043,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03302_14043.png,../data/cubicasa5k/high_quality_architectural/14043/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,594,814,0.7297297297297297,381,2,,False,True,1,modern,282,train
high_quality_architectural_03305,83,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03305_83.png,../data/cubicasa5k/high_quality_architectural/83/F1_original.png,Traditional compact 2-room apartment with balcony and garage (architectural quality),512,512,405,466,0.869098712446352,99,2,,True,True,1,traditional,262,train
high_quality_architectural_03309,5070,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03309_5070.png,../data/cubicasa5k/high_quality_architectural/5070/F1_original.png,Traditional compact 2-room apartment with garage (architectural quality),512,512,1487,873,1.7033218785796105,1052,2,,False,True,1,traditional,250,train
high_quality_architectural_03310,12516,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03310_12516.png,../data/cubicasa5k/high_quality_architectural/12516/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,736,526,1.3992395437262355,380,2,,False,False,1,modern,272,train
high_quality_architectural_03311,3717,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03311_3717.png,../data/cubicasa5k/high_quality_architectural/3717/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,407,773,0.5265200517464425,201,2,,False,True,1,modern,288,train
high_quality_architectural_03315,5873,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03315_5873.png,../data/cubicasa5k/high_quality_architectural/5873/F1_original.png,Modern 4-room apartment with balcony and garage (architectural quality),512,512,1223,435,2.811494252873563,224,4,,True,True,1,modern,588,train
high_quality_architectural_03317,123,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03317_123.png,../data/cubicasa5k/high_quality_architectural/123/F1_original.png,Contemporary 4-room apartment (architectural quality),512,512,969,470,2.0617021276595744,394,4,,False,False,1,contemporary,532,train
high_quality_architectural_03321,6068,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03321_6068.png,../data/cubicasa5k/high_quality_architectural/6068/F1_original.png,Contemporary 4-room apartment (architectural quality),512,512,1245,729,1.7078189300411524,557,4,,False,False,1,contemporary,748,train
high_quality_architectural_03322,9212,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03322_9212.png,../data/cubicasa5k/high_quality_architectural/9212/F1_original.png,Traditional compact 2-room apartment with balcony (architectural quality),512,512,866,638,1.3573667711598747,158,2,,True,False,1,traditional,316,train
high_quality_architectural_03323,1843,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03323_1843.png,../data/cubicasa5k/high_quality_architectural/1843/F1_original.png,Modern compact 2-room apartment with balcony and garage (architectural quality),512,512,1000,690,1.4492753623188406,312,2,,True,True,1,modern,374,train
high_quality_architectural_03326,5887,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03326_5887.png,../data/cubicasa5k/high_quality_architectural/5887/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,3507,2480,1.4141129032258064,1866,2,,False,False,1,traditional,252,train
high_quality_architectural_03327,8596,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03327_8596.png,../data/cubicasa5k/high_quality_architectural/8596/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,916,801,1.1435705368289637,199,2,,False,True,1,modern,256,train
high_quality_architectural_03329,3942,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03329_3942.png,../data/cubicasa5k/high_quality_architectural/3942/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,836,647,1.2921174652241112,116,2,,False,False,1,traditional,388,train
high_quality_architectural_03330,12949,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03330_12949.png,../data/cubicasa5k/high_quality_architectural/12949/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,4960,3507,1.4143142286854862,5316,2,,False,False,1,traditional,386,train
high_quality_architectural_03331,4707,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03331_4707.png,../data/cubicasa5k/high_quality_architectural/4707/F1_original.png,Traditional 4-room apartment (architectural quality),512,512,833,408,2.0416666666666665,117,4,,False,False,1,traditional,772,train
high_quality_architectural_03333,1047,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03333_1047.png,../data/cubicasa5k/high_quality_architectural/1047/F1_original.png,Modern compact 2-room apartment with balcony (architectural quality),512,512,1305,921,1.4169381107491856,307,2,,True,False,1,modern,356,train
high_quality_architectural_03335,3710,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03335_3710.png,../data/cubicasa5k/high_quality_architectural/3710/F1_original.png,Modern 4-room apartment with balcony and garage (architectural quality),512,512,953,476,2.0021008403361344,241,4,,True,True,1,modern,768,train
high_quality_architectural_03337,5083,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03337_5083.png,../data/cubicasa5k/high_quality_architectural/5083/F1_original.png,Modern 4-room apartment (architectural quality),512,512,939,675,1.3911111111111112,531,4,,False,False,1,modern,768,train
high_quality_architectural_03341,1611,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03341_1611.png,../data/cubicasa5k/high_quality_architectural/1611/F1_original.png,Traditional compact 2-room apartment with garage (architectural quality),512,512,297,291,1.0206185567010309,68,2,,False,True,1,traditional,344,train
high_quality_architectural_03344,10080,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03344_10080.png,../data/cubicasa5k/high_quality_architectural/10080/F1_original.png,Traditional compact 2-room apartment with garage (architectural quality),512,512,460,602,0.7641196013289037,258,2,,False,True,1,traditional,284,train
high_quality_architectural_03345,9488,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03345_9488.png,../data/cubicasa5k/high_quality_architectural/9488/F1_original.png,Traditional 4-room apartment with garage (architectural quality),512,512,538,367,1.465940054495913,145,4,,False,True,1,traditional,596,train
high_quality_architectural_03346,14612,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03346_14612.png,../data/cubicasa5k/high_quality_architectural/14612/F1_original.png,Traditional spacious 6-room house (architectural quality),512,512,1035,695,1.4892086330935252,65,6,,False,False,1,traditional,1182,train
high_quality_architectural_03348,13053,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03348_13053.png,../data/cubicasa5k/high_quality_architectural/13053/F1_original.png,Contemporary 4-room apartment (architectural quality),512,512,577,809,0.7132262051915945,252,4,,False,False,1,contemporary,624,train
high_quality_architectural_03350,14044,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03350_14044.png,../data/cubicasa5k/high_quality_architectural/14044/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,629,906,0.6942604856512141,324,2,,False,True,1,modern,396,train
high_quality_architectural_03351,11536,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03351_11536.png,../data/cubicasa5k/high_quality_architectural/11536/F1_original.png,Traditional spacious 6-room house with garage (architectural quality),512,512,459,501,0.9161676646706588,76,6,,False,True,1,traditional,1026,train
high_quality_architectural_03352,9443,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03352_9443.png,../data/cubicasa5k/high_quality_architectural/9443/F1_original.png,Traditional 4-room apartment with garage (architectural quality),512,512,1153,501,2.3013972055888225,220,4,,False,True,1,traditional,552,train
high_quality_architectural_03353,3179,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03353_3179.png,../data/cubicasa5k/high_quality_architectural/3179/F1_original.png,Traditional 4-room apartment with garage (architectural quality),512,512,1114,970,1.1484536082474226,338,4,,False,True,1,traditional,672,train
high_quality_architectural_03354,8591,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03354_8591.png,../data/cubicasa5k/high_quality_architectural/8591/F1_original.png,Traditional 4-room apartment with garage (architectural quality),512,512,1302,493,2.640973630831643,556,4,,False,True,1,traditional,516,train
high_quality_architectural_03355,9215,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03355_9215.png,../data/cubicasa5k/high_quality_architectural/9215/F1_original.png,Traditional compact 2-room apartment with garage (architectural quality),512,512,1061,590,1.798305084745763,360,2,,False,True,1,traditional,362,train
high_quality_architectural_03356,1844,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03356_1844.png,../data/cubicasa5k/high_quality_architectural/1844/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,492,615,0.8,111,2,,False,False,1,contemporary,276,train
high_quality_architectural_03362,2609,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03362_2609.png,../data/cubicasa5k/high_quality_architectural/2609/F1_original.png,Contemporary 4-room apartment with garage (architectural quality),512,512,1535,697,2.202295552367288,257,4,,False,True,1,contemporary,740,train
high_quality_architectural_03363,14847,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03363_14847.png,../data/cubicasa5k/high_quality_architectural/14847/F1_original.png,Contemporary 4-room apartment with garage (architectural quality),512,512,1164,762,1.5275590551181102,330,4,,False,True,1,contemporary,512,train
high_quality_architectural_03366,9685,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03366_9685.png,../data/cubicasa5k/high_quality_architectural/9685/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,510,747,0.6827309236947792,177,2,,False,True,1,modern,252,train
high_quality_architectural_03371,12748,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03371_12748.png,../data/cubicasa5k/high_quality_architectural/12748/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,978,485,2.0164948453608247,287,2,,False,True,1,contemporary,344,train
high_quality_architectural_03372,12922,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03372_12922.png,../data/cubicasa5k/high_quality_architectural/12922/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,487,557,0.874326750448833,116,2,,False,True,1,contemporary,296,train
high_quality_architectural_03373,10649,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03373_10649.png,../data/cubicasa5k/high_quality_architectural/10649/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,757,608,1.2450657894736843,241,2,,False,True,1,modern,352,train
high_quality_architectural_03376,20028,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03376_20028.png,../data/cubicasa5k/high_quality_architectural/20028/F1_original.png,Modern compact 2-room apartment with balcony and garage (architectural quality),512,512,1056,480,2.2,243,2,,True,True,1,modern,392,train
high_quality_architectural_03377,5820,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03377_5820.png,../data/cubicasa5k/high_quality_architectural/5820/F1_original.png,Contemporary 4-room apartment (architectural quality),512,512,1164,715,1.627972027972028,227,4,,False,False,1,contemporary,728,train
high_quality_architectural_03379,4753,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03379_4753.png,../data/cubicasa5k/high_quality_architectural/4753/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,752,966,0.7784679089026915,631,2,,False,True,1,contemporary,256,train
high_quality_architectural_03381,12121,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03381_12121.png,../data/cubicasa5k/high_quality_architectural/12121/F1_original.png,Modern compact 2-room apartment with balcony and garage (architectural quality),512,512,223,438,0.5091324200913242,152,2,,True,True,1,modern,290,train
high_quality_architectural_03382,24,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03382_24.png,../data/cubicasa5k/high_quality_architectural/24/F1_original.png,Modern 4-room apartment (architectural quality),512,512,2509,1121,2.2381801962533454,1489,4,,False,False,1,modern,640,train
high_quality_architectural_03383,1645,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03383_1645.png,../data/cubicasa5k/high_quality_architectural/1645/F1_original.png,Contemporary 4-room apartment (architectural quality),512,512,848,589,1.4397283531409168,282,4,,False,False,1,contemporary,656,train
high_quality_architectural_03384,10212,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03384_10212.png,../data/cubicasa5k/high_quality_architectural/10212/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,778,505,1.5405940594059406,255,2,,False,False,1,modern,378,train
high_quality_architectural_03385,12545,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03385_12545.png,../data/cubicasa5k/high_quality_architectural/12545/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,387,351,1.1025641025641026,100,2,,False,True,1,modern,282,train
high_quality_architectural_03389,10020,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03389_10020.png,../data/cubicasa5k/high_quality_architectural/10020/F1_original.png,Modern compact 2-room apartment with balcony and garage (architectural quality),512,512,520,827,0.6287787182587666,367,2,,True,True,1,modern,336,train
high_quality_architectural_03390,14646,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03390_14646.png,../data/cubicasa5k/high_quality_architectural/14646/F1_original.png,Modern compact 2-room apartment with balcony and garage (architectural quality),512,512,644,294,2.1904761904761907,153,2,,True,True,1,modern,378,train
high_quality_architectural_03391,12783,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03391_12783.png,../data/cubicasa5k/high_quality_architectural/12783/F1_original.png,Modern 4-room apartment with garage (architectural quality),512,512,980,917,1.068702290076336,677,4,,False,True,1,modern,564,train
high_quality_architectural_03392,1483,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03392_1483.png,../data/cubicasa5k/high_quality_architectural/1483/F1_original.png,Modern compact 2-room apartment with balcony and garage (architectural quality),512,512,1700,2800,0.6071428571428571,795,2,,True,True,1,modern,340,train
high_quality_architectural_03393,5023,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03393_5023.png,../data/cubicasa5k/high_quality_architectural/5023/F1_original.png,Modern 4-room apartment with balcony (architectural quality),512,512,568,299,1.899665551839465,71,4,,True,False,1,modern,700,train
high_quality_architectural_03394,14474,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03394_14474.png,../data/cubicasa5k/high_quality_architectural/14474/F1_original.png,Modern compact 2-room apartment with balcony and garage (architectural quality),512,512,562,396,1.4191919191919191,156,2,,True,True,1,modern,354,train
high_quality_architectural_03395,8358,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03395_8358.png,../data/cubicasa5k/high_quality_architectural/8358/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,810,725,1.1172413793103448,64,2,,False,True,1,modern,340,train
high_quality_architectural_03398,14010,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03398_14010.png,../data/cubicasa5k/high_quality_architectural/14010/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,1245,730,1.7054794520547945,333,2,,False,False,1,traditional,262,train
high_quality_architectural_03400,14222,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03400_14222.png,../data/cubicasa5k/high_quality_architectural/14222/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,540,958,0.5636743215031316,358,2,,False,False,1,modern,306,train
high_quality_architectural_03401,20017,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03401_20017.png,../data/cubicasa5k/high_quality_architectural/20017/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,877,818,1.0721271393643033,382,2,,False,False,1,contemporary,386,train
high_quality_architectural_03402,13007,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03402_13007.png,../data/cubicasa5k/high_quality_architectural/13007/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,1171,804,1.4564676616915422,931,2,,False,False,1,modern,394,train
high_quality_architectural_03404,14814,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03404_14814.png,../data/cubicasa5k/high_quality_architectural/14814/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,2598,2094,1.2406876790830943,769,2,,False,False,1,contemporary,284,train
high_quality_architectural_03405,8394,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03405_8394.png,../data/cubicasa5k/high_quality_architectural/8394/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,960,960,1.0,275,2,,False,False,1,contemporary,246,train
high_quality_architectural_03406,12119,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03406_12119.png,../data/cubicasa5k/high_quality_architectural/12119/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,512,397,1.2896725440806045,89,2,,False,False,1,traditional,244,train
high_quality_architectural_03407,3916,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03407_3916.png,../data/cubicasa5k/high_quality_architectural/3916/F1_original.png,Modern 4-room apartment (architectural quality),512,512,1609,1105,1.4561085972850678,711,4,,False,False,1,modern,696,train
